message,label,transformed_Message
I'm in one of those days when I really just want to work from home.  Crap. ,1,im one day realli want work home crap
@paul_e_wog Wait...is it a game or just episodes? I'm so confused. ,1,wait game episod im confus
@carlyw66 HAHA. I cried...  I guess he did....,1,haha cri guess
I don't get statistics!  Its all a bunch of mumbo jumbo for me.,1,dont get statist bunch mumbo jumbo
"@sloanb Got it, sadly, only works for UK &amp; US at the moment ",1,got sadli work uk amp u moment
Evicted ,1,evict
doesn't enjoy learning CSS. ,1,doesnt enjoy learn cs
@nachojohnny Brian don't make me fuck u up LOL I replied 2 ur message...did u get my # ? I miss u ,1,brian dont make fuck u lol repli ur messag u get miss u
"@heidimontag I  dvr'd it and went to watch it, apparently the dish network went down SO I MISSED IT    I will have to catch a rerun!",1,dvrd went watch appar dish network went miss catch rerun
@JessDubb lmao. U may have to wait for another season to come thru. its summe boo. Hot nd dry ass weather ,1,lmao u may wait anoth season come thru summ boo hot nd dri as weather
@LizChavez I can't set my feet on the ground. The missing eyelid people might get me!  ,1,cant set foot ground miss eyelid peopl might get
@daniela_95616 my english professor would be ashamed. ,1,english professor would asham
[-O] I wish the frogs weren't becoming extinct    http://tinyurl.com/cxe8w7,1,wish frog werent becom extinct
"Came home from Cross County, Tired as ",1,came home cross counti tire
I don't want to walk home in this snow. Who wants to pick me up? ,1,dont want walk home snow want pick
"@heidimontag Lauren is being stubborn. she loves you, you love her.  I feel so bad for you, though. it made me cry  lol!",1,lauren stubborn love love feel bad though made cri lol
is grouchy. and wants bmar ,1,grouchi want bmar
"my heart is broken every morning dropping Foo at pre school, now i understand when moms say &quot;he has my heart broken&quot;. ",1,heart broken everi morn drop foo pre school understand mom say quot heart broken quot
Not feeling well and back hurts ,1,feel well back hurt
Im in the mood for some chocolate. I want..... Miniature Reeses cups. Now ,1,im mood chocol want miniatur rees cup
I can't take this heat! It's like an oven in here. I feel sick nwo ,0,cant take heat like oven feel sick nwo
@nick_carter Come to the chat  just 15 minutes  please? http://fanclub.backstreetboys.com/chat.php,1,come chat minut pleas
Boredd. Colddd  Internet keeps stuffing up,1,boredd colddd internet keep stuf
"I had a horrible nightmare last night which affected my sleep, now I'm really tired ",1,horribl nightmar last night affect sleep im realli tire
"im lonely  keep me company! 22 female, new york",1,im lone keep compani femal new york
@Born_4_Broadway Lost  and it was St. Ignacius Prepatory School. Haha.,1,lost st ignaciu prepatori school haha
@birutagme yeah  it was really depressing... stuff like that gets to me,1,yeah realli depress stuff like get
"@whoisariston No problem, tongue-in-cheek remark.  Lots of acronyms, but no NZ ",0,problem tongueincheek remark lot acronym nz
@greggrunberg hey you said matt was gonna go all ballistic... i was disappointed  good ep tho mostly,1,hey said matt gonna go ballist disappoint good ep tho mostli
ugh horrible ending to the sandra kantu story  prayers go out.,1,ugh horribl end sandra kantu stori prayer go
@danielledeleasa http://twitpic.com/2y1pe - I hate 2 B allergic  i want a puppy soo bad that i've already thought some cool names,0,hate b allerg want puppi soo bad ive alreadi thought cool name
Morning folks 7.00 am ..yawn! Up &amp; away to see to horses - hope Twitter is better behaved today!  Last night was a travesty ,1,morn folk yawn amp away see hors hope twitter better behav today last night travesti
@QuanDotCom I miss mine too! ,1,miss mine
@AmandaEnglund Sorry to hear about your loss.     There have been many this year so far.,1,sorri hear loss mani year far
@nicolerichie Gossip Girl was a repeat ,1,gossip girl repeat
@InYourEyes2410 I reckon ,1,reckon
finding it really hard to use twitter ,1,find realli hard use twitter
I've been stuck in this house for two days ,0,ive stuck hous two day
is really sad and doesn't really know y!!??!!! ,1,realli sad doesnt realli know
"Maybe one of these years I'll get a tax return.  A girl can dream, right?",1,mayb one year ill get tax return girl dream right
"Back at work, tired as hell and i feel a cold coming ",0,back work tire hell feel cold come
@clarianne @Knot2serious APRIL 9TH ISN'T COMING SOON ENOUGH ,1,april th isnt come soon enough
"@hannahsix cream for his eye and he may have herpes - not ocular herpes, but a different strain.    He's doing okay though.",0,cream eye may herp ocular herp differ strain he okay though
gotta repeat  whole art folio cuz old one with a whole terms work got wet ,1,gotta repeat whole art folio cuz old one whole term work got wet
I'm ready for the weekend already. It's only Monday. ,1,im readi weekend alreadi monday
@lovebscott umm nope..think im an insomniac ..plus i got the flu...i'lll be sleepin like a phuckin fish outta water any minute now! ,0,umm nope think im insomniac plu got flu illl sleepin like phuckin fish outta water minut
"has Finland sleeping for the night, not really enough time ",1,finland sleep night realli enough time
@lunafiko can't wait to try em but prolly have to wait until next weekend at the earliest ,1,cant wait tri em prolli wait next weekend earliest
Shiner is taking up all my bed and blankets! ,1,shiner take bed blanket
@clarianne APRIL 9TH ISN'T COMING SOON ENOUGH ,1,april th isnt come soon enough
wants to cry ,1,want cri
I need to go to the bank tomorrow before I go broke... ,1,need go bank tomorrow go broke
"This earthquake in italy has me sadden.  it's only three hours away from naples, where my family is ",1,earthquak itali sadden three hour away napl famili
"i should be sleeping, i have a stressed out week coming to me. ",1,sleep stress week come
@dragoneer Yea   I am working tp hack my server to do the 12player thing for folks,0,yea work tp hack server player thing folk
has hurt her ankle!! and is going to the dr ,1,hurt ankl go dr
@raymondroman oh noes. how did you manage to send something to the trash can AND empty it without noticing! i feel for ya ,0,oh no manag send someth trash empti without notic feel ya
Lost my free copy of radioactive so can't put it on my ipod grr!And i can't go out + buy 'nother coz it came with that paper ,1,lost free copi radioact cant put ipod grr cant go buy nother coz came paper
doing make up shit ,1,make shit
"Photoshop, I hate it when you crash ",0,photoshop hate crash
vacations makes me feel sick! ,0,vacat make feel sick
you shouldn't have gone ,1,shouldnt gone
listening to Murd and 9th wonder- just chillen out missing my crazy sex life  ,1,listen murd th wonder chillen miss crazi sex life
"@louie094: shooting!?!! be careful, luisa ",0,shoot care luisa
@hillary006 I'm sure everyone has ruined my gift to you  Whitney has my serious Cell #...We doing easter as well?,1,im sure everyon ruin gift whitney seriou cell easter well
is at Beso in Hollywood... so tired ,1,beso hollywood tire
"I don't want to wake up early tomorrow.  Damn you, work!",1,dont want wake earli tomorrow damn work
just finished watching the movie Prayers for Bobby. Broke my heart ,1,finish watch movi prayer bobbi broke heart
@syekr is myki really horrible? ,1,myki realli horribl
@stephenkruiser i had 2 put my dog down today too  someone ran her over,1,put dog today someon ran
@NevadaWolf Sorry to hear about your DNF run tonight. Always a risk to get bad coords on an FTF!! ,1,sorri hear dnf run tonight alway risk get bad coord ftf
"@Honey3223 I did get some disgruntled people when I wrote my ESN, but the 1000 hits in one day made up for it. Bill pulls in 250 tops ",1,get disgruntl peopl wrote esn hit one day made bill pull top
"@moony394 OHH! OMG. LMAO. I'm crying right now, LOL! KUTNERRRR was the best! ",1,ohh omg lmao im cri right lol kutnerrrr best
came back from running and took a shower...why does my lower stomach still hurt after exercising? ,1,came back run took shower lower stomach still hurt exercis
watching Fallon with mom and working on a project...school is hard ,1,watch fallon mom work project school hard
56 min till home time and counting! I have a craving to visit the MAC store but they will have closed by the time I get there ,1,min till home time count crave visit mac store close time get
@stephenkruiser I am so sorry to hear that!  Take care!,1,sorri hear take care
@PaulColes  hmmm...greed is good when it motivates the individual to do better-not so much when it takes away from others ,1,hmmm greed good motiv individu betternot much take away other
"@GABBYiSACTiVE brat! You have to rub it in, don't you.... I want a mocha ",1,brat rub dont want mocha
KUTNERRRR!  WHY??? WHY??????  And to think that 13 is still on the show?? UGH. Kutner/Kal Penn - you've been the bright star in Ho ...,1,kutnerrrr think still show ugh kutner kal penn youv bright star ho
@redvinylgirl my mom has it. I wish you the best of luck ,1,mom wish best luck
I so hate homeworks -.- My head hurts so bad ,0,hate homework head hurt bad
got the ebay blues! item i want jumped from no bidders to over $100 in an hour.. still has 3 hours to go. i'd better not get my hopes up ,1,got ebay blue item want jump bidder hour still hour go id better get hope
@gigdiary I know -  was a little depressed that we ate so much last night there were no leftovers today ,1,know littl depress ate much last night leftov today
"well the pc in my living room suffered a fatal partion lost, all my itunes library is gone.. and some docs with pics.... ",1,well pc live room suffer fatal partion lost itun librari gone doc pic
sad day: manu out for the season ,1,sad day manu season
@stephenkruiser You poor spunky...its so sad...my Rotti made it to 10 and I had to go down the same path....I know how you feel ,1,poor spunki sad rotti made go path know feel
im sooo sad right now  i need a hug,1,im sooo sad right need hug
"wants her step brother home  im so worried, you dont even know. i hope he knows how much i care for him...",1,want step brother home im worri dont even know hope know much care
@heidimontag just got done watching the hills! loved it! excited for the next episode! and im sad this is the last season! ,1,got done watch hill love excit next episod im sad last season
@ryanmwilson aww that stinks!  *hugs*,1,aww stink hug
"I'm tired. I feel like crap. And the world feels all crummy. Make me happy, USB disco mouse. ",1,im tire feel like crap world feel crummi make happi usb disco mous
"i dont want to believe what im reading...buu,so sad ",1,dont want believ im read buu sad
Wondering why gamebattles is down ,1,wonder gamebattl
White trash vs us... We were outnumbered.  http://twitpic.com/2y3jp,0,white trash v u outnumb
"@emitstop So true, I have it and don't use it ",1,true dont use
"Spring break is here at last, but no one is here to celebrate ",1,spring break last one celebr
Morning! Bah Car won't start.. waiting for the ANWB.... ,1,morn bah car wont start wait anwb
"@katebornstein which is pretty anti memorial tattoos   but for all but the strictest, there's no official BAN, just disapproving family",1,pretti anti memori tattoo strictest there offici ban disapprov famili
"Balamurugan, a longterm member of the team is leaving this month. We'll miss working with him  hope he does well in his next venture",1,balamurugan longterm member team leav month well miss work hope well next ventur
@JustGelo Its sad knowing how they found her body. What a crazy world we live in. No child deserves that ya know. ,1,sad know found bodi crazi world live child deserv ya know
"I wanna rock a Maxi dress @ Coachella, but lacking funding ",1,wanna rock maxi dress coachella lack fund
Of course the baby is screaming in the crib the night before my first day back at work.  So I let him cry it out? Boooo,1,cours babi scream crib night first day back work let cri boooo
"I am home missing my baby  Busy week ahead Fri is a chill day with my guy and kids, Egg hunt Sat, Spiral and DMB Sat night and Easter!",1,home miss babi busi week ahead fri chill day guy kid egg hunt sat spiral dmb sat night easter
@FollowSavvy I never found her. everytime I click on her twitter thing through your myspace..... it goes to some dude's page ,1,never found everytim click twitter thing myspac go dude page
@stephenkruiser that's horrible  sorryto hear that.,1,that horribl sorryto hear
@David_Henrie i cant find it! it says dtmafiaofficial doesnt exist!there's jus 1 dtmafia i found n u dun seem to b followin it  wht to do?,1,cant find say dtmafiaoffici doesnt exist there ju dtmafia found n u dun seem b followin wht
i thought you would support me on this ,1,thought would support
"augh, eff sarth  i stole some of MIL's nail polish, its pretty! =o",1,augh eff sarth stole mil nail polish pretti
Wishes I was on the Spring Fling Tour with Dawn &amp; neecee Sigh  G'knight,1,wish spring fling tour dawn amp neece sigh gknight
The Hoyts Distribution NZ website isn't working for me. Great. And it HAS to be like this when I need it most ,1,hoyt distribut nz websit isnt work great like need
@crummyasshole i don't like that they only had him in the first movie  cillian murphy is hot ,1,dont like first movi cillian murphi hot
wishes for good old cartoons to come back. ie: Captain Planet! Where's Wally! Daria! (sadness  ),0,wish good old cartoon come back ie captain planet where walli daria sad
not feeling v good abt myself ,1,feel v good abt
i just got a text from sarah ,1,got text sarah
Another day at centre point - this time an early start so guessing train will be rammed with commuters ,1,anoth day centr point time earli start guess train ram commut
"Four games this fall: Modern Warfare 2, Halo 3 ODST, Brutal Legend, and Bioshock 2 I need more cash ",0,four game fall modern warfar halo odst brutal legend bioshock need cash
"@d_castillo ugh, that's disconcerting ",1,ugh that disconcert
@Devinthedude007 actually the whole site has finally been taken over by those damn russians ,1,actual whole site final taken damn russian
MY TWEETS ARENT GOING THROUGH ,1,tweet arent go
"Just finished a delicious breakfast, my last in Paris  I'll miss milk, europe has the tastiest milk in the world, I don't drink it in US.",1,finish delici breakfast last pari ill miss milk europ tastiest milk world dont drink u
"iLearn is down and out, great considering finals are this week... ",1,ilearn great consid final week
@Carmonium i'm stressed outttt ,1,im stress outttt
Also I shouldve Bern asleep an hour ago ,1,also shouldv bern asleep hour ago
trying to figure out this twitter thing...none of my friends are on  yet. Soo much to see.,1,tri figur twitter thing none friend yet soo much see
Re-pinging @Kyle44: Custom icons I made! =] look cool but the edges could be less square  might look bad on a diff background,1,reping custom icon made look cool edg could le squar might look bad diff background
I want to be back in LA ,1,want back la
@enterbelladonna i dunno how to use the forum and i get frustrated with it. i'll miss talking to you on here. ,1,dunno use forum get frustrat ill miss talk
@lilbucknuts41 not an option ,1,option
@georgeruiz Unfortunately one of those moments wasn't a giant squid monster. ,1,unfortun one moment wasnt giant squid monster
@thestar_rage I want one too    is the branch in MidV open too?,1,want one branch midv open
"@daNanner aw, sorry to hear that. ",1,aw sorri hear
"Change of plans, we ordered Macs instead. Time to hit the books! ",0,chang plan order mac instead time hit book
@polhillian YUP. ,1,yup
@NKDreamer did you see Donnie's tweet stats? almost 700 @ replies...and no JRK ,1,see donni tweet stat almost repli jrk
"@tim_grainger nah, I haven't received my stimulus yet ",1,nah havent receiv stimulu yet
@ikimb0 i just seen ur tweet . plz write bak if u get this. i havnt got one reply bak ,1,seen ur tweet plz write bak u get havnt got one repli bak
@McCainBlogette Awwwww and you were trying to go to sleep 3 hours ago ,1,awwwww tri go sleep hour ago
"@stephenkruiser I'm so sorry to hear that.  It's always sad when we lose those close to us, as we loved them.",1,im sorri hear alway sad lose close u love
cant sleep but im still feelin like a piece of shit ,1,cant sleep im still feelin like piec shit
@stephenkruiser oh  my sympathies. it's a hard decision. i always hope my old border collie will go in her sleep. she's 14 too. *hug*,0,oh sympathi hard decis alway hope old border colli go sleep she hug
@josephheustess ...well there was this really cool part where... i wont spoil it ,1,well realli cool part wont spoil
@limbecky I'm doing the time warp without you and am sad. ,1,im time warp without sad
"@theresawhite this is true, lol but it's still a slap in the face after such a warm end of march ",1,true lol still slap face warm end march
I hate converting movies just to put em on my itouch ,0,hate convert movi put em itouch
gross i have a pimple ,1,gross pimpl
@Torturedlady yea  ma'naaaaaaaaaaaaaaaaaaaam (marwan accent) lol,1,yea manaaaaaaaaaaaaaaaaaaaam marwan accent lol
one less follower tonight ,1,one le follow tonight
@Unholyknight so did your mom last night.  brb while I figure out whether I just burned you or myself the most.,0,mom last night brb figur whether burn
I feel like I am the only &quot;twitterer&quot; not on TweetDeck. ,1,feel like quot twitter quot tweetdeck
@Wyldceltic1 He has Karate tournament in 8 weeks  ,1,karat tournament week
going to sleep can't be up until 1am again...and no I didn't finish my statistics homework! ,1,go sleep cant didnt finish statist homework
North carolina baby!! Aint nothin stopping them but the nba draft ,1,north carolina babi aint nothin stop nba draft
Can't sleep again ,1,cant sleep
"I reaaly miss john mayer's twitters.  fuck rude people. Remove him if you don't like his tweets, bitchfucks.",1,reaali miss john mayer twitter fuck rude peopl remov dont like tweet bitchfuck
is going to have a late one at MQU today ,1,go late one mqu today
im so tired of work...i need a life.... ,1,im tire work need life
"just leavin work, my feet hurt ",1,leavin work foot hurt
@PlayRadioPlay that was so sad and unexpected.  i totally cried haha.,1,sad unexpect total cri haha
Superneej: Morning! Bah Car won't start.. waiting for the ANWB.... ,1,superneej morn bah car wont start wait anwb
Still doing my homework!!! ,1,still homework
A little sad ,1,littl sad
@deepbluesealove My Mom &amp; Dad both get up around 6...too early for me ,1,mom amp dad get around earli
should've been asleep two hours ago ,1,shouldv asleep two hour ago
@stephenkruiser So sorry to hear about your dog. ,1,sorri hear dog
"Funny how the little things make me homesick, criminals breakn n2 a brownstone on LawNOrd CI made me misty ",0,funni littl thing make homesick crimin breakn n brownston lawnord ci made misti
"@djsoulsister yeah, great vid. I had the 12&quot; single, but sold it a few years ago ",1,yeah great vid quot singl sold year ago
im on val's mac in iitsc clubroom. still sweating ,1,im val mac iitsc clubroom still sweat
@stephenkruiser awww so sad!!!  I'm so sorry!!,1,awww sad im sorri
UpdatingFFE.  That gives me nothing to do for a good twenty minutes!,1,updatingff give noth good twenti minut
"Hot compress not rily workng for pulled muscle  gng to bed, good night",1,hot compress rili workng pull muscl gng bed good night
Have an invite for &quot;Healthy Dining&quot; session at Ashok Hotel today with Exec Chef R.Chopra but damn workload - will have to skip it! ,1,invit quot healthi dine quot session ashok hotel today exec chef r chopra damn workload skip
@stephenkruiser I'm so sorry to hear about your dog   wishing you happier days to come!,1,im sorri hear dog wish happier day come
@hellivina I miss 'em too. ,1,miss em
"@misstoriblack cool , i have no tweet apps  for my razr 2",1,cool tweet app razr
I'm off too bed. I gotta wake up hella early tomorrow morning. ,0,im bed gotta wake hella earli tomorrow morn
still procrastinating... i hate organizing my clothes  there's just so much....,0,still procrastin hate organ cloth there much
"Just been playing with the new Mobbler v0.4.0 and it adds some great new features, but won't play music on my E71, like v0.3.5 did ",1,play new mobbler v add great new featur wont play music e like v
@latroneb oh but there's one bestie missing ,1,oh there one besti miss
"@esuriospiritus time to come back to flawda for double dates! no, seriously, i'm sorry to hear that. ",1,time come back flawda doubl date serious im sorri hear
I'm up way to late to be working for a client 12:10 AM  #fb,1,im way late work client fb
blegghhhh i have to go to work ,1,blegghhhh go work
Back at work  @ John Muir Dr http://loopt.us/KoqAbg,1,back work john muir dr
@DAChesterFrench I emailed you yesterday and u never responded ,1,email yesterday u never respond
It's going to be a long year for A's fans. ,1,go long year fan
Just got done watching the new House episode.Definitely one of the saddest episodes ever. ,1,got done watch new hous episod definit one saddest episod ever
Man... taxes suck.  I'm horrified that i did something wrong on them.  TurboTax decided to keep around a lot of the stuff I turned off.  ,1,man tax suck im horrifi someth wrong turbotax decid keep around lot stuff turn
Sleep time.  Tomorrow is gonna suck ,1,sleep time tomorrow gonna suck
WTF Not Kutner!  Oh I'm so pissed @ House.  I mean really WTF   ,1,wtf kutner oh im piss hous mean realli wtf
@AmberPacific i know i dont know why i said that ,1,know dont know said
CASH RULES EVERYTHING AROUND ME ,0,cash rule everyth around
Just picked up some oats from the market to eat for breakfast with my boy @adamgoldston now time to do work at USC... late night ,1,pick oat market eat breakfast boy time work usc late night
i feel sick  too much icecream,0,feel sick much icecream
@faithgg45  this computer doesn't have shockwave...blah  no account yet,0,comput doesnt shockwav blah account yet
@RubyRose1 awww wish i could go! but its in sydney ,1,awww wish could go sydney
@luxuryprgal hahaha suriously! I feel like everyone knows this show is a joke except lc! ,1,hahaha surious feel like everyon know show joke except lc
"I just can't spell today, i totally suck ",1,cant spell today total suck
are you vaccinated against chicken-pox?should I vaccinate my 3 yr old?I am SO confused about this damn thing ,0,vaccin chickenpox vaccin yr old confus damn thing
@ school  at least last day!!!!!!,1,school least last day
Yawwwn! Gotta get up early tomorrow  who's ready for the weekend???,1,yawwwn gotta get earli tomorrow who readi weekend
i miss being at home for calving season...sad that black one died this morning  wish i had some bottle calves!,1,miss home calv season sad black one die morn wish bottl calf
@stephenkruiser i so sorry for your loss. my brother dog sam is sick w/cushings disease. ,0,sorri loss brother dog sam sick w cush diseas
Back to work. I get to spend the next 8 hours alone in the dispatch room ,1,back work get spend next hour alon dispatch room
"there's a new kind of starburst: favereds. sounds fab, bc cherry and strawberry are MY fav red's but they added watermellon and its yucky ",0,there new kind starburst faver sound fab bc cherri strawberri fav red ad watermellon yucki
"Well, so much for being productive on my 2 days off from Angels ",1,well much product day angel
@andreabakes Oh gee - insomnia sucks   Have you tried melatonin?,1,oh gee insomnia suck tri melatonin
@vivekg86 Good to hear that we have support in NetBeans. But then its NetBeans you know ,1,good hear support netbean netbean know
@heidimontag I wish we would get it the same time at the rest of world. unfornately I am in Cairo and have to wait for mtva to play it ,1,wish would get time rest world unforn cairo wait mtva play
heartbroken over little sandra. prayers are with the family. ,1,heartbroken littl sandra prayer famili
"@hadtobeyou I'm at 900 words, it's all can do  I'll finish tomorrow maybe",1,im word ill finish tomorrow mayb
@shortiethug how come ur background covers the screen but mine is in the corner? ,1,come ur background cover screen mine corner
"Wrote exactly three lines of dialogue tonight, then gave up. ",1,wrote exactli three line dialogu tonight gave
@ashman01 My only complaint about Facebook is they've changed it so much it's confusing ,1,complaint facebook theyv chang much confus
Sliced my finger ,1,slice finger
going thru town and traffic on bypass is stink ,1,go thru town traffic bypass stink
Ugh can't sleep.  Wish i had a good cuddle to  Make me ass out ,1,ugh cant sleep wish good cuddl make as
I hate when software update downloads updates without telling me. I never know what's downloading when it is ,0,hate softwar updat download updat without tell never know what download
went to ihop again. Great for a diet   At least there were no kung foo pancakes this time. -Rachel-,1,went ihop great diet least kung foo pancak time rachel
The internet is hating me. Night i s'pose. ,1,internet hate night spose
@contactabe I'm so jealous.  I missed all of opening day this year ,1,im jealou miss open day year
It's so cruel having to wait for reviews to come in.  So far it looks like Star Trek will be the best film of the year!,1,cruel wait review come far look like star trek best film year
"Debating if I should just shower now, so I can sleep a little later tomorrow ",1,debat shower sleep littl later tomorrow
My stress always culminates with physical pain.  ,0,stress alway culmin physic pain
need to sleep. but cant ,1,need sleep cant
my little pinky finger hurts so much.. ,1,littl pinki finger hurt much
@sarahsaturday I'm sorry your gift card ran out.... That suck. ,1,im sorri gift card ran suck
home for spring break. no one is home tho ,1,home spring break one home tho
I accessed oneindia.mobi from a Google phone (Android). It doesn't support Indic languages ,1,access oneindia mobi googl phone android doesnt support indic languag
Why does school take over your life so much you don't get sleep anymore  .. I am still doing school work and have more to do as well,1,school take life much dont get sleep anymor still school work well
@MTsiaklides aw I wish I could! I can't really speak to my yia yia because she doesn't speak english ,1,aw wish could cant realli speak yia yia doesnt speak english
@winggato no free comp lol ,1,free comp lol
getting ready to clean the house from top to bottom ,1,get readi clean hous top bottom
crying  my friend is moving away tomorrow ,1,cri friend move away tomorrow
@swiftkaratechop STOP NOMNOMS!!!! ..you didn't share!  Night peoples!!,1,stop nomnom didnt share night peopl
"thinks she is getting a cold that she caught from Daddy.  Oh no, my trip would be ruined. ",1,think get cold caught daddi oh trip would ruin
@moony394 yeah  is it bcoz kal penn is a visiting lecturer somewhere n cant be on the show anymore? im gonna miss him ,1,yeah bcoz kal penn visit lectur somewher n cant show anymor im gonna miss
So the procrastination starts early in the quarter. I don't want to reaaaaad and write a paper ,1,procrastin start earli quarter dont want reaaaaad write paper
What? Apparently it's 52 degress at 11pm in Washington State. I miss winter already ,1,appar degress pm washington state miss winter alreadi
being bored at homee ,1,bore home
massage was great. i just spilled coke all over my desk  lame. watching the simpsons as i've finished all my hills dvds.,0,massag great spill coke desk lame watch simpson ive finish hill dvd
@nick_carter I will wait for you at fanclub chat.. even tough you're not my favorite ,1,wait fanclub chat even tough your favorit
has a mild left inner ear infection.. and its got this irritating &quot;blocked&quot; feeling since sunday.. ,0,mild left inner ear infect got irrit quot block quot feel sinc sunday
@JaneBodehouse Hey there! Nope. My cuteness @HoytFortenberry is away for awhile ,1,hey nope cute away awhil
It's only tuesday ,1,tuesday
Haha not even yo. I just didn't know how to do that @thang to you on twitter  Haha,1,haha even yo didnt know twitter haha
Someones alarm clock or a phone woke me up at 3am...Still got my headache from yesterday night ,1,someon alarm clock phone woke still got headach yesterday night
@kalichosich awww poor puppy is she ok? ,1,awww poor puppi ok
i might break down and eat some buffalo wings tomorrow ,1,might break eat buffalo wing tomorrow
"Sittin here w/Kayla, I really really reallly dis-like having a brother.  He doesn't know when to stop. I'm waiting for the day when one of",1,sittin w kayla realli realli reallli dislik brother doesnt know stop im wait day one
Fed bokkie too many birthday treats-sicko ,0,fed bokki mani birthday treatssicko
"'s Kinda Bummed. An Agency Just Told Me That I Didn't Have The 'LOOK' That They Were Going For. Ladies, Please Help Me Create The 'LOOK' ",1,kinda bum agenc told didnt look go ladi pleas help creat look
Work laptop is officially dead .. Not happy at all.. ,0,work laptop offici dead happi
"My goodness, it's freezing down here !!!!! ",1,good freez
@heidimontag why do you put up with him!!!!!  You should listen to your mom ,1,put listen mom
is stucked in Paris and can't even travel into France (for work) ,0,stuck pari cant even travel franc work
"@JoannaFBeckett, i don't think there's one close by. Last time I checked, the closest one was 70 miles away! ",1,dont think there one close last time check closest one mile away
aaaaand back to my literature review  At least i have a friendly cup of coffee to keep me company.,1,aaaaand back literatur review least friendli cup coffe keep compani
I am worried that I won't get my $900 even though I paid a buttload of tax last year ! ,1,worri wont get even though paid buttload tax last year
"Okay, so.. STILL NO SCHOOL!!!! ",1,okay still school
IS PHONELESS  ...NOW OFF TOO SLEEP,1,phoneless sleep
"Reeked of alcohol at the dentist this morning + was drunk when i put on my tshirt, realised it had a huge stain. Dentist looked disgusted ",0,reek alcohol dentist morn drunk put tshirt realis huge stain dentist look disgust
it is really cold ,1,realli cold
cant sleep  she wants to dream!!,1,cant sleep want dream
Can't sleep  I hate these nights when I try to go to bed early and stay awake for hours. Poo!,0,cant sleep hate night tri go bed earli stay awak hour poo
@rootbeersoup Yeah. Too bad people like a certain burrito-eating man exist. ,1,yeah bad peopl like certain burrito man exist
@Cronotriggers  that's sad.,1,that sad
just found out that my mum  and my adopted auntie are on twitter.. check them out my mum is TessM64 and my awesome as auntie is tania38,1,found mum adopt aunti twitter check mum tessm awesom aunti tania
"Cannot sleep....WIDE AWAKE!!...and I gotta go to work later too. Boy, am I going to have a crappy day. ",1,cannot sleep wide awak gotta go work later boy go crappi day
struggling with eam law ,1,struggl eam law
Why can't I sleep like her  http://twitpic.com/2y3ty,1,cant sleep like
Bouts to start 24. Poor linny couldn't keep her eyes open.  she tired and has to work tomorrow morning. Night @ilovefatsusan.,1,bout start poor linni couldnt keep eye open tire work tomorrow morn night
My 4 year old (18 year old) is driving me around the twist...i don't want to be like this ,1,year old year old drive around twist dont want like
"Well, that sucked. ",1,well suck
i have to be out of my place in 3 days...any help i can get packing/painting/cleaning is much appreciated. oh. and RIP my wall  ,0,place day help get pack paint clean much appreci oh rip wall
"Opening a partially frozen beer= Beer on the toaster, under the oven and all over the counter. The kitchen smells like we run a speakeasy ",1,open partial frozen beer beer toaster oven counter kitchen smell like run speakeasi
@stewiebrittany no  i dont even know how to ride it,1,dont even know ride
"@MonaSmith sadly, yes. i think i need counciling now ",1,sadli ye think need council
"making myself ready for school...don't feel like going, but have two tests ",1,make readi school dont feel like go two test
Smugness gone. My train also failed to turn up so I'm heading for Victoria followed by an unpleasant tube ride to the City. ,0,smug gone train also fail turn im head victoria follow unpleas tube ride citi
Anybody know where my iPod went? ,1,anybodi know ipod went
"aww this earthquake in Italy has made me sad  just saw the pics on the news, it's terrible.",1,aww earthquak itali made sad saw pic news terribl
@lilibat never been able to afford to get them out. I'd much rather go through the extraction than continue with what I deal with now. ,1,never abl afford get id much rather go extract continu deal
 Why do other pet care people try to run others out of business? Or send suspicious e-mails fishing for info?,1,pet care peopl tri run other busi send suspici email fish info
@kameelahwrites &lt;33 codez....they've been MIA tho ,1,lt codez theyv mia tho
@reannaremick doesnt work on my cell  go to sleep! =P,1,doesnt work cell go sleep p
it's going to be nice again tomorrow and then the rain comes back. no nice weather for my birthday ,1,go nice tomorrow rain come back nice weather birthday
@taliasunset rock band is hard..on expert!!! ,1,rock band hard expert
@beachbassbone: roomie was home all day. All he had to do was scratch at the door. Comforter has to goto large laundromat machines. ,1,roomi home day scratch door comfort goto larg laundromat machin
"One of the hardest thing with this schedule, no one I can chat with at the end of my day usually ",1,one hardest thing schedul one chat end day usual
they killed off a character on one of my favorite shows and now i'm upset ,1,kill charact one favorit show im upset
jealous of my friends who got to see the new Star Trek film in Austin tonight. ,1,jealou friend got see new star trek film austin tonight
Listening to Q! I got a really bad headache and a drivin lesson in ten mins.... Lucky me  i just wana sleeep!  ,1,listen q got realli bad headach drivin lesson ten min lucki wana sleeep
"@Steve_Buscemi SHUT UP you...I am hungry! And in Britain, home of the most boring suckassy breakfast in the world!  I MISS DENNYS!!",1,shut hungri britain home bore suckassi breakfast world miss denni
good morning everybody! pkoi y fais pas beau  bon coffee time!,1,good morn everybodi pkoi fai pa beau bon coffe time
work again ,1,work
Essay time.... ,1,essay time
@chauncey78 hey did u talk to mom.. r they home yet? i hope they r ok.. wish i was coming home 4 easter.. ,1,hey u talk mom r home yet hope r ok wish come home easter
